txid,timestamp,src_ip,dst_ip,src_port,dst_port,input_addresses,output_addresses,num_inputs,num_outputs,amount_btc,fee_btc,fee_ratio,script_type,geo_country,asn,organization,india_state,india_city,india_region,transaction_scope,india_link_type,is_india_linked,cross_border_flag,external_country,transaction_value_inr,event_window_id,synthetic_label
tx_115a2a4b579dc95f,2026-08-31T04:48:05Z,203.113.100.152,198.239.48.136,21429,8333,bc1q6edb0815a395;bc1q113f1f8844a0;bc1qd90e1934b3ae,bc1qfccd64d81bef,3,1,2.334972,0.00020285,8.7e-05,TAPROOT,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NL,17512290.0,WIN_140,0
tx_701813e069a27842,2026-08-30T05:08:05Z,203.19.186.221,198.84.222.78,8333,8333,bc1q6deef40d767e,bc1q8b3fac74dd0d;bc1q6873929563ed,1,2,0.308969,6.908e-05,0.000224,TAPROOT,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,2317267.5,WIN_111,0
tx_9f7fed0e8b4d61be,2026-08-31T05:07:05Z,194.43.166.73,198.114.74.84,54867,8333,bc1qe6b6530c1104;bc1qc5b1a9fdbc1c,bc1q824575b7d9dc;bc1q00a66c0c5ef1,2,2,2.210479,0.00033479,0.000151,P2PKH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,16578592.5,WIN_101,0
tx_bccbbbd0789406d0,2026-08-30T16:02:05Z,203.85.86.136,45.95.49.149,65369,8333,bc1qb7337d2dded1,bc1q6b911d4f45d3,1,1,1.17341,0.00028189,0.00024,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,8800575.0,WIN_133,0
tx_b792acccbb6b0eff,2026-08-30T22:15:05Z,142.174.221.68,45.125.206.44,8333,8333,bc1q4ae786cba461,bc1q657ed510e5c3,1,1,1.146688,0.00030363,0.000265,P2SH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,8600160.0,WIN_133,0
tx_435871c84d0f4ec4,2026-08-30T19:40:05Z,142.104.221.100,103.92.240.146,31839,8333,bc1q368d656fab06;bc1q832aa9aaed28;bc1q205d58994992,bc1q9882b0f99f9f;bc1qd0906f0db04e,3,2,1.053163,0.00017711,0.000168,P2WPKH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,SG,7898722.5,WIN_116,0
tx_6be459ceba412013,2026-08-29T09:20:05Z,45.17.209.79,198.217.151.121,8333,8333,bc1q2f296ded07f9;bc1qc69592ba39a3,bc1q6c4b4bcee51d,2,1,1.870227,0.00015679,8.4e-05,P2SH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,14026702.5,WIN_120,0
tx_06e5800c292aae2c,2026-08-29T15:17:05Z,103.109.142.107,194.15.5.136,8333,8333,bc1qfed55469b2d3;bc1q6d9c5bbb8f43,bc1q5cc29db03b44;bc1qf616adf9080b,2,2,0.84579,7.387e-05,8.7e-05,P2WSH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,6343425.0,WIN_140,0
tx_bc4ecdc3f2dab5c9,2026-08-30T01:21:05Z,194.72.222.228,194.15.5.136,8333,8333,bc1q00a66c0c5ef1;bc1qae57903eed0f;bc1qf7a79752d9b7,bc1qf6ffae9ea858;bc1q36bb3a66d1b4,3,2,0.180683,0.00039142,0.002166,TAPROOT,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,1355122.5,WIN_116,0
tx_8d30e147843e970d,2026-08-29T23:57:05Z,142.66.84.16,198.175.130.160,8333,8333,bc1qa954d4d3f665,bc1q3472407512a4;bc1qfddf48856194,1,2,1.123818,0.00011577,0.000103,P2WSH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,SG,8428635.0,WIN_120,0
tx_97b61683e632b2f5,2026-08-30T10:41:05Z,185.207.80.111,194.139.252.108,8333,8333,bc1q368d656fab06;bc1q6d00ef988847,bc1q74d749d29f0b,2,1,0.840041,0.00021579,0.000257,TAPROOT,BR,AS28573,Claro Brazil,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,6300307.5,WIN_109,0
tx_9f1d0564a6ce2d0a,2026-08-29T08:03:05Z,45.17.209.79,103.61.236.31,62280,8333,bc1q67c87712a82e;bc1q574dd3b4304b,bc1qbdfb132d044b,2,1,0.325926,6.848e-05,0.00021,TAPROOT,IN,AS4755,Tata Communications,Delhi NCR,New Delhi,North,Domestic,India Domestic,true,false,None,2444445.0,WIN_140,0
tx_d4d2c5480c91f0ca,2026-08-30T15:13:05Z,103.18.164.157,103.18.164.157,8333,8333,bc1q8b3fac74dd0d;bc1q26a9eeb82cc3,bc1qc5cbbe8bfb56;bc1q81adb4f5e2b1,2,2,0.818708,0.00037584,0.000459,P2PKH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,BR,6140310.0,WIN_115,0
tx_8288e49f48d5f834,2026-08-29T13:10:05Z,185.228.199.84,142.163.10.247,52722,8333,bc1qd4798382c93e,bc1qc14726423a1f;bc1qeacc3fa52a5c,1,2,2.37496,0.00036207,0.000152,P2WSH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,17812200.0,WIN_120,0
tx_7b0d5657bc4177ce,2026-08-31T04:42:05Z,103.215.216.100,194.168.35.231,63424,8333,bc1qe6e7aaa2005f;bc1qbdfb132d044b;bc1qc5b1a9fdbc1c,bc1q06d5ccc3f37a;bc1qf74f04dc85f1,3,2,2.394781,0.0001145,4.8e-05,TAPROOT,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,17960857.5,WIN_101,0
tx_cf6019546b95d88b,2026-08-30T20:26:05Z,203.151.162.29,194.172.197.146,8333,8333,bc1q3f5b2da846e8;bc1q16c5a5ed1ec9;bc1q2e812a24af27,bc1qac009a08a8f9;bc1q0c45cc611a3c,3,2,1.761577,7.073e-05,4e-05,P2SH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,13211827.5,WIN_115,0
tx_446c1533b22710ad,2026-08-30T02:37:05Z,198.118.254.93,103.60.165.190,14741,8333,bc1q89bf1aa1ccf0,bc1q2bed67cc031a;bc1q64d50e7061a5,1,2,0.096697,0.00030145,0.003117,P2WPKH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,725227.5,WIN_108,0
tx_8439e1ae50ca84ff,2026-08-30T01:23:05Z,194.180.237.135,103.61.236.31,8333,8333,bc1qb7effca1788d;bc1qc5b1a9fdbc1c;bc1q3f5b2da846e8,bc1qcf7f901c0c70,3,1,2.275643,0.00025448,0.000112,P2WPKH,IN,AS24560,Bharti Airtel Ltd,Karnataka,Bengaluru,South,Cross-Border,India Outbound,true,true,GB,17067322.5,WIN_130,0
tx_63a10c506cbdf618,2026-08-29T22:57:05Z,103.115.153.188,45.95.49.149,8333,8333,bc1q0c45cc611a3c;bc1q3472407512a4;bc1qeacc3fa52a5c,bc1qf7a79752d9b7,3,1,0.484192,0.00022025,0.000455,P2WPKH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,3631440.0,WIN_132,0
tx_d225be621f9213a0,2026-08-30T09:29:05Z,142.202.251.50,45.210.104.211,40229,8333,bc1qb733a18f0020;bc1qfef938397a03,bc1q1ea238028525,2,1,2.229795,0.0001088,4.9e-05,P2WPKH,NG,AS37105,MainOne Nigeria,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,16723462.5,WIN_110,0
tx_ddf49a2fabe310c8,2026-08-30T00:48:05Z,142.232.134.217,45.91.225.77,56619,8333,bc1qe33c51e3150f;bc1q3d15dbdf3841;bc1q50b7d2bd836c,bc1q542f8fe38a22;bc1qc5b1a9fdbc1c,3,2,0.362802,0.00020634,0.000569,P2SH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Cross-Border,India Inbound,true,true,US,2721015.0,WIN_133,0
tx_89d532482850efd6,2026-08-30T00:21:05Z,198.84.222.78,198.136.81.178,8333,8333,bc1qae57903eed0f;bc1q824575b7d9dc;bc1qfccd64d81bef,bc1q955c628f8553,3,1,2.268005,0.00014678,6.5e-05,P2PKH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,DE,17010037.5,WIN_131,0
tx_640f5ade195f17d9,2026-08-29T16:53:05Z,142.182.126.70,185.75.64.56,31943,8333,bc1qf0539ddc38bd;bc1q824575b7d9dc,bc1qf7f5baeb4d1a,2,1,0.613535,7.991e-05,0.00013,P2PKH,BR,AS28573,Claro Brazil,Not Applicable,Not Applicable,Not Applicable,Domestic,India Graph-Linked,true,false,None,4601512.5,WIN_128,0
tx_c5350f7f84a2810e,2026-08-31T00:42:05Z,194.205.180.252,194.72.222.228,61672,8333,bc1qe23f71dee518;bc1q4832edd1b2a9,bc1q89bf1aa1ccf0;bc1q315c1abd6a24,2,2,1.273437,0.00031393,0.000247,P2PKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,9550777.5,WIN_106,0
tx_8b74daf23b895a10,2026-08-30T14:25:05Z,198.131.196.183,142.53.182.244,8333,8333,bc1q824575b7d9dc;bc1qe6b6530c1104,bc1q283d20af0d58,2,1,0.178299,0.00026065,0.001462,P2SH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,GB,1337242.5,WIN_135,0
tx_752c41610f556c22,2026-08-30T07:30:05Z,103.109.142.107,203.105.10.112,8333,8333,bc1qd3be2e39d9c2;bc1qc22874b67463;bc1q179cbdc4bb4b,bc1qbe84020467b0,3,1,1.364336,9.352e-05,6.9e-05,P2WSH,IN,AS55836,Reliance Jio Infocomm,Telangana,Hyderabad,South,Domestic,India Domestic,true,false,None,10232520.0,WIN_117,0
tx_53ba6d711bb6b2bd,2026-08-31T00:13:05Z,103.115.153.188,142.174.221.68,48193,8333,bc1qca77482a47d2,bc1q86793f5bab6e;bc1q9c458eb00ae4,1,2,1.826454,0.00022179,0.000121,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,13698405.0,WIN_110,0
tx_4872d3605edc616c,2026-08-30T03:53:05Z,198.54.217.6,194.193.55.81,33775,8333,bc1q3a9e03c7e5b8;bc1q2648bcc93ea6;bc1qf7a79752d9b7,bc1qa74e78852468,3,1,0.826456,0.00026511,0.000321,P2WSH,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,6198420.0,WIN_121,0
tx_bd8f7f2b065a3915,2026-08-29T10:28:05Z,142.98.162.205,194.180.237.135,36041,8333,bc1q74a8f86ee6da,bc1q305de24def92;bc1qd4798382c93e,1,2,1.570268,0.00024228,0.000154,P2WPKH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,BR,11777010.0,WIN_113,0
tx_e728dd847f8fadc0,2026-08-31T04:43:05Z,45.205.128.11,45.224.187.118,8333,8333,bc1q38aaa43819e2;bc1q542f8fe38a22;bc1qb46c2c33780f,bc1q6ea84a462c98;bc1q52ed13c7130c,3,2,0.440704,0.00033299,0.000756,P2WSH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,3305280.0,WIN_128,0
tx_1cd6cae1ff2a611c,2026-08-30T16:41:05Z,142.20.124.60,103.61.236.31,32583,8333,bc1qc531ee526640;bc1q89bf1aa1ccf0;bc1qf6ffae9ea858,bc1qe553e5fc01c6,3,1,0.372897,0.00018653,0.0005,TAPROOT,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,2796727.5,WIN_106,0
tx_a2e79a9e395ca5e4,2026-08-29T17:01:05Z,194.12.85.64,142.118.225.46,59420,8333,bc1q04a0fafe3270;bc1q1dbf258a8199,bc1q944c0a9d2e23,2,1,1.735664,0.00023953,0.000138,P2WPKH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,13017480.0,WIN_120,0
tx_8895774a0696825e,2026-08-30T15:11:05Z,103.99.23.134,198.205.181.131,8333,8333,bc1q9e86400346da;bc1q283d20af0d58;bc1q824f6d80def8,bc1qd4798382c93e,3,1,1.846852,0.00038362,0.000208,TAPROOT,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,13851390.0,WIN_131,0
tx_526e8145218a2e82,2026-08-30T02:04:05Z,203.85.86.136,185.219.10.212,45653,8333,bc1q271bb10dbca1;bc1qb5ac0d6e0f14;bc1q4545c484385c,bc1qdc38959e11d9;bc1q979753eaacf6,3,2,2.074177,0.00026849,0.000129,P2PKH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,15556327.5,WIN_128,0
tx_faf650b180e1a58a,2026-08-30T21:22:05Z,45.104.87.139,185.219.10.212,63696,8333,bc1q9fd37691ffc7;bc1qdfe04d5009f8;bc1qe7ef2943a4c3,bc1qbe84020467b0;bc1q315c1abd6a24,3,2,1.403135,9.395e-05,6.7e-05,P2PKH,IN,AS55836,Reliance Jio Infocomm,Maharashtra,Mumbai,West,Cross-Border,India Inbound,true,true,JP,10523512.5,WIN_137,0
tx_a22365918d912395,2026-08-30T20:32:05Z,203.151.162.29,103.230.133.208,8333,8333,bc1qdfe04d5009f8,bc1q97a72533f944;bc1q143ed937ada9,1,2,1.68796,9.065e-05,5.4e-05,P2WSH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,12659700.0,WIN_112,0
tx_41f248280387f23d,2026-08-30T08:09:05Z,185.190.109.91,103.115.153.188,59412,8333,bc1q315bdaaaa9fc;bc1qc7c72235b3bb;bc1q8b3fac74dd0d,bc1qc5cbbe8bfb56,3,1,0.445127,0.00011043,0.000248,P2WSH,NG,AS37105,MainOne Nigeria,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,3338452.5,WIN_121,0
tx_aa9da0c9145ae294,2026-08-29T19:32:05Z,203.83.59.175,194.168.35.231,63107,8333,bc1q6b911d4f45d3;bc1qfcbd969e2963,bc1q16c5a5ed1ec9,2,1,2.066086,8.169e-05,4e-05,P2WPKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,15495645.0,WIN_139,0
tx_3892a88914974e86,2026-08-31T06:08:05Z,103.180.29.197,194.72.222.228,8333,8333,bc1q3a9e03c7e5b8;bc1q2bbaa517e0ce,bc1q9351f56f0645;bc1q41cc159f420f,2,2,2.253184,0.00020107,8.9e-05,P2SH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,16898880.0,WIN_130,0
tx_c83d3c75e51c940b,2026-08-30T13:24:05Z,45.91.225.77,203.225.136.152,8333,8333,bc1q86793f5bab6e;bc1qdc0d84b7a9b9,bc1qa47955fd4033;bc1q4832edd1b2a9,2,2,0.095606,0.00021177,0.002215,TAPROOT,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Graph-Linked,true,true,JP,717045.0,WIN_126,0
tx_16e047dc16a28b6c,2026-08-30T05:05:05Z,142.118.225.46,198.118.254.93,23369,8333,bc1q41cc159f420f;bc1q6ea84a462c98,bc1qbbdf4c86ac5c;bc1q3f5b2da846e8,2,2,0.335149,0.00010412,0.000311,P2SH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NG,2513617.5,WIN_136,0
tx_4bddca08510582aa,2026-08-31T02:44:05Z,203.221.74.253,194.86.12.1,46727,8333,bc1qfc3a3024f10b;bc1qadaf697db61b,bc1q55f1608dd46a,2,1,1.919412,0.00031991,0.000167,TAPROOT,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,KR,14395590.0,WIN_126,0
tx_448be007cc64990b,2026-08-30T04:53:05Z,103.99.23.134,198.221.17.92,54426,8333,bc1q6a1fdd025868;bc1q41782e651a78,bc1qc11cc7a5a6e3;bc1q179cbdc4bb4b,2,2,0.722267,0.00012534,0.000174,P2WSH,JP,AS2516,KDDI Corporation Japan,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,NL,5417002.5,WIN_103,0
tx_71ae65792d1b1726,2026-08-30T00:59:05Z,142.53.182.244,194.71.36.160,14210,8333,bc1qe906d0d1a257;bc1q7cd0b7144243;bc1q9882b0f99f9f,bc1q0c45cc611a3c;bc1qf0539ddc38bd,3,2,2.03639,0.00027186,0.000134,P2PKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,15272925.0,WIN_118,0
tx_c1416fc10b9d994d,2026-08-30T13:47:05Z,142.98.162.205,45.95.49.149,8333,8333,bc1qb8fd3d0c1494,bc1qa74e78852468,1,1,2.014029,0.00027839,0.000138,P2WSH,KR,AS4766,Korea Telecom,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,CH,15105217.5,WIN_106,0
tx_22da150233137059,2026-08-30T21:41:05Z,198.131.196.183,142.104.221.100,41907,8333,bc1qd003332ce937;bc1qfc3a3024f10b;bc1qdd11d5156003,bc1qa83d2b71176f,3,1,2.036339,5.863e-05,2.9e-05,P2SH,IN,AS4755,Tata Communications,Delhi NCR,New Delhi,North,Cross-Border,India Outbound,true,true,NG,15272542.5,WIN_128,0
tx_d9803ce5a00e2b42,2026-08-29T18:34:05Z,142.53.182.244,142.62.242.105,14587,8333,bc1q4ae786cba461;bc1q426ac5716a7c;bc1qa060954d9707,bc1q04d43b7176c6,3,1,1.916186,0.00010696,5.6e-05,P2SH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Domestic,India Domestic,true,false,None,14371395.0,WIN_108,0
tx_99410c072886405d,2026-08-31T05:52:05Z,194.217.181.60,45.91.225.77,8333,8333,bc1qc14726423a1f,bc1q426ac5716a7c;bc1q31bfc4f76d89,1,2,1.852469,0.00028508,0.000154,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,AE,13893517.5,WIN_133,0
tx_e74e94a89464bcee,2026-08-30T01:13:05Z,194.217.181.60,142.163.10.247,8333,8333,bc1qa2d105463427;bc1q882dee4efc0d,bc1q52ed13c7130c;bc1q9bb8530655b7,2,2,1.671365,0.00034745,0.000208,P2SH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Cross-Border,India Inbound,true,true,IN,12535237.5,WIN_117,0
tx_b56686471ce3b57f,2026-08-30T22:25:05Z,194.111.65.31,142.57.224.150,65317,8333,bc1q1dbf258a8199;bc1q97b78ebfe003;bc1q95f0ffde523c,bc1q38aaa43819e2;bc1qc69592ba39a3,3,2,1.834408,8.289e-05,4.5e-05,P2WSH,DE,AS3320,Deutsche Telekom AG,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,13758060.0,WIN_127,0
tx_38ca94c6a3b6dc3a,2026-08-30T22:28:05Z,142.232.134.217,185.228.199.84,8333,8333,bc1q7e4c174281d4,bc1q06d5ccc3f37a;bc1q6deef40d767e,1,2,0.428485,0.00031702,0.00074,TAPROOT,IN,AS45609,Bharti Airtel Ltd,Tamil Nadu,Chennai,South,Domestic,India Domestic,true,false,None,3213637.5,WIN_109,0
tx_5c3e4e24fbd69057,2026-08-29T19:52:05Z,203.225.136.152,45.95.49.149,8333,8333,bc1qcd745a23893f,bc1qbbdf4c86ac5c;bc1q3d7abe0542b4,1,2,2.419994,0.00028033,0.000116,P2SH,IN,AS9829,BSNL India,Gujarat,Ahmedabad,West,Domestic,India Domestic,true,false,None,18149955.0,WIN_122,0
tx_bb88cc436babf275,2026-08-29T10:01:05Z,103.99.23.134,142.174.221.68,8333,8333,bc1qd960dd245110;bc1q4c2c97e5a194;bc1q4545c484385c,bc1q38aaa43819e2,3,1,1.00342,7.357e-05,7.3e-05,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,7525650.0,WIN_138,0
tx_e8a0f18d2470bfc9,2026-08-29T09:59:05Z,194.72.222.228,198.136.81.178,60240,8333,bc1q1dbf258a8199;bc1q832aa9aaed28;bc1q2f296ded07f9,bc1q6c4b4bcee51d;bc1q8621a12d67a8,3,2,0.766472,0.00017632,0.00023,P2PKH,IN,AS24560,Bharti Airtel Ltd,Karnataka,Bengaluru,South,Cross-Border,India Outbound,true,true,JP,5748540.0,WIN_135,0
tx_ee671ea75331a61a,2026-08-30T10:45:05Z,142.232.134.217,103.51.66.79,8333,8333,bc1q67c87712a82e;bc1qd2bfe60b8640;bc1q41782e651a78,bc1qb5ac0d6e0f14,3,1,0.412198,7.794e-05,0.000189,P2WSH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,3091485.0,WIN_101,0
tx_461b51211aad34ae,2026-08-30T21:22:05Z,103.215.216.100,203.36.46.240,34342,8333,bc1q64d50e7061a5,bc1q4832edd1b2a9,1,1,0.587739,8.096e-05,0.000138,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,4408042.5,WIN_110,0
tx_0f3f48efaac8c05b,2026-08-30T16:14:05Z,45.205.128.11,45.192.91.18,10121,8333,bc1qa648aef8e46a;bc1q1dbf258a8199,bc1qc5cbbe8bfb56;bc1q5aaad6e2e48f,2,2,1.237778,0.00029244,0.000236,P2SH,KR,AS4766,Korea Telecom,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,9283335.0,WIN_121,0
tx_1ca9880daa73db75,2026-08-31T02:38:05Z,198.83.136.71,194.172.197.146,8333,8333,bc1q3f5acf6f0bd9;bc1qbc4350e38a17;bc1qc740d39dfc88,bc1q41782e651a78,3,1,1.736337,8.652e-05,5e-05,P2SH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,13022527.5,WIN_135,0
tx_4d19b685df361d73,2026-08-30T07:10:05Z,185.228.199.84,198.221.17.92,62340,8333,bc1qc740d39dfc88;bc1q10087b0178e0,bc1q64d50e7061a5;bc1qf7a79752d9b7,2,2,2.486568,0.00015364,6.2e-05,TAPROOT,NG,AS37105,MainOne Nigeria,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,18649260.0,WIN_123,0
tx_9b726c5b5e854069,2026-08-30T08:45:05Z,142.182.126.70,103.18.164.157,43515,8333,bc1q8fbc21be7142;bc1qb46c2c33780f;bc1q4c3b76228151,bc1q021ac9a9c97c;bc1q99c32144f88b,3,2,2.318051,0.00022955,9.9e-05,P2WPKH,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,KR,17385382.5,WIN_112,0
tx_04bbf89e21681786,2026-08-29T08:26:05Z,203.211.211.5,45.205.128.11,45476,8333,bc1qc5b1a9fdbc1c;bc1q93eaca125aef;bc1qba620c1f1b49,bc1q352b73957bf6;bc1q426ac5716a7c,3,2,1.20332,9.824e-05,8.2e-05,P2SH,SG,AS4657,StarHub Singapore,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,GB,9024900.0,WIN_104,0
tx_d7144abf8f698c5c,2026-08-29T17:29:05Z,198.121.143.125,142.163.10.247,48816,8333,bc1qe553e5fc01c6,bc1qe75fdeedd4d4;bc1q1dbf258a8199,1,2,0.207393,9.091e-05,0.000438,P2WPKH,IN,AS4755,Tata Communications,Delhi NCR,New Delhi,North,Domestic,India Domestic,true,false,None,1555447.5,WIN_105,0
tx_a2384a063d701560,2026-08-30T21:20:05Z,142.174.221.68,185.207.80.111,56933,8333,bc1q3828e9c2193c;bc1qb5ac0d6e0f14;bc1q143ed937ada9,bc1q271bb10dbca1,3,1,0.344802,0.00038414,0.001114,TAPROOT,AE,AS5384,Emirates Telecom UAE,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,JP,2586015.0,WIN_107,0
tx_46e71c595b8ae4d7,2026-08-30T02:59:05Z,45.43.181.137,194.81.11.170,4719,8333,bc1qfcbd969e2963;bc1q542f8fe38a22,bc1q07d0f78e1433,2,1,0.88822,0.00039368,0.000443,P2WSH,GB,AS2856,BT Group UK,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,US,6661650.0,WIN_134,0
tx_9edca84e70ce8771,2026-08-30T08:20:05Z,203.113.100.152,203.197.101.27,8333,8333,bc1q6873929563ed,bc1q63b2b65d40b2,1,1,0.288587,0.00035398,0.001227,P2WSH,IN,AS55836,Reliance Jio Infocomm,Maharashtra,Mumbai,West,Cross-Border,India Outbound,true,true,BR,2164402.5,WIN_105,0
tx_221883f9fc35cbef,2026-08-30T17:43:05Z,198.217.151.121,203.211.211.5,8333,8333,bc1q6c4b4bcee51d;bc1q4832edd1b2a9;bc1q439f1fc2b5b9,bc1q5744ead33c29;bc1q01c9494e27a1,3,2,0.741982,0.000313,0.000422,P2WPKH,KR,AS4766,Korea Telecom,Not Applicable,Not Applicable,Not Applicable,Domestic,India Graph-Linked,true,false,None,5564865.0,WIN_134,0
tx_0415c2826b56bced,2026-08-30T20:04:05Z,194.43.166.73,142.57.224.150,3680,8333,bc1qc69592ba39a3;bc1q1815c515e949,bc1q86793f5bab6e;bc1qa060954d9707,2,2,0.157623,0.00013982,0.000887,P2PKH,US,AS15169,Google Cloud / Tier-1 US,Not Applicable,Not Applicable,Not Applicable,Cross-Border,None,false,true,RU,1182172.5,WIN_122,0
tx_f1f7e185ccfeaf5d,2026-08-29T15:55:05Z,203.19.186.221,194.180.237.135,9333,8333,bc1q3d7abe0542b4,bc1qe6e7aaa2005f,1,1,0.887061,0.00021251,0.00024,P2SH,RU,AS12389,Rostelecom Russia,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,6652957.5,WIN_123,0
tx_3dc8b51770c5ec1f,2026-08-30T10:02:05Z,103.115.153.188,185.75.64.56,47346,8333,bc1qa954d4d3f665,bc1qc7c72235b3bb;bc1q315c1abd6a24,1,2,0.349362,0.00026473,0.000758,TAPROOT,BR,AS28573,Claro Brazil,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,2620215.0,WIN_129,0
tx_6d4f4d96755444d3,2026-08-29T21:56:05Z,194.138.37.80,45.225.44.6,8333,8333,bc1qf616adf9080b,bc1q3f7cc8db81b4;bc1q10087b0178e0,1,2,1.813958,7.258e-05,4e-05,P2WSH,NL,AS1103,SURF B.V. Netherlands,Not Applicable,Not Applicable,Not Applicable,Domestic,None,false,false,None,13604685.0,WIN_105,0
